Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
15890,40,high school,1,18,94,21,20,5,0
15891,39,high school,23,24,165,17,13,5,0
15892,25,university,14,0,192,12.1,2,9,0
15893,48,high school,18,10,94,4.7,3,2,0
15894,29,high school,0,6,169,19.2,17,9,0
15895,22,university,4,14,158,9.7,3,8,0
15896,36,university,11,4,105,24.2,3,3,0
15897,39,high school,7,12,203,3,8,22,0
15898,27,high school,9,9,86,15.3,2,2,0
15899,39,high school,12,3,86,19,7,6,0
15900,24,high school,20,21,252,16.7,0,14,0
15901,37,graduate professional education,11,5,86,9.6,0,19,0
15902,24,high school,9,3,53,9.9,1,9,0
15903,39,high school,0,22,218,24,7,48,0
15904,25,university,7,11,210,11.7,6,29,0
15905,31,graduate professional education,15,12,304,4.4,2,7,0
15906,34,high school,16,4,105,4.4,2,4,0
15907,50,graduate professional education,22,4,71,13.8,8,8,0
15908,30,high school,10,7,282,16.5,0,1,0
15909,46,high school,0,0,252,3.5,1,4,0
15910,37,high school,3,6,169,5.6,1,6,0
15911,27,high school,3,16,210,5,4,5,0
15912,30,university,7,2,169,5.2,3,27,0
15913,41,high school,7,1,214,1.6,5,35,0
15914,26,high school,5,1,146,23.4,14,4,0
15915,35,university,11,16,86,11.8,1,1,0
15916,41,high school,6,18,376,2.7,1,3,0
15917,40,graduate professional education,11,17,597,22.8,1,22,0
15918,24,high school,10,17,60,7.3,1,11,0
15919,29,high school,22,4,98,5.2,1,0,0
15920,41,high school,5,11,113,5.8,17,6,0
15921,26,university,3,4,225,3.8,6,15,0
15922,32,high school,16,27,86,18.7,0,2,0
15923,27,0,11,7,71,10.2,0,48,0
15924,28,high school,7,10,454,17.4,0,2,0
15925,34,high school,18,5,124,15.6,1,1,0
15926,33,graduate professional education,14,22,75,8.8,5,5,0
15927,24,high school,7,6,154,9.1,2,6,0
15928,29,high school,10,0,94,16.6,3,5,0
15929,28,graduate professional education,13,0,116,5.6,1,18,0
15930,36,university,9,1,188,7,0,11,0
15931,41,university,17,24,169,14.5,1,5,0
15932,32,0,6,14,597,15.7,4,7,0
15933,54,high school,13,6,177,1.3,2,1,0
15934,40,high school,11,7,154,9.6,1,23,0
15935,28,high school,8,8,214,1.9,5,6,0
15936,34,high school,0,2,135,13.8,18,2,0
15937,39,high school,11,0,98,5.6,14,6,0
15938,42,high school,6,31,98,4.7,1,9,0
15939,39,high school,17,14,282,0.6,10,7,0
15940,34,high school,8,10,244,30.3,8,7,0
15941,37,high school,4,17,94,11,12,3,0
15942,23,graduate professional education,1,9,75,30.6,6,1,0
15943,28,high school,13,16,300,7.9,0,4,0
15944,34,university,10,13,131,15.6,3,1,0
15945,41,graduate professional education,9,1,496,9.4,2,3,0
15946,31,high school,13,22,285,1.9,2,1,0
15947,31,high school,8,2,113,13,1,15,0
15948,52,0,5,1,165,6,2,19,0
15949,26,high school,4,15,146,13,5,4,0
15950,26,0,12,4,83,19,3,4,0
15951,35,university,0,3,240,2.7,3,11,0
15952,47,university,4,9,79,6.2,10,6,0
15953,33,university,0,19,252,0.6,1,15,0
15954,37,university,9,2,162,3.2,8,1,0
15955,43,high school,9,11,154,7.6,8,6,0
15956,31,0,16,19,109,12.1,4,5,0
15957,38,high school,16,14,60,9.6,17,4,0
15958,29,high school,19,5,86,6.7,2,2,0
15959,27,high school,6,15,207,5.5,1,4,0
15960,38,university,13,16,308,5.3,3,3,0
15961,32,university,1,3,120,6.7,5,3,0
15962,41,university,0,5,53,2.8,8,4,0
15963,35,high school,5,14,308,3.7,4,4,0
15964,34,high school,9,2,113,2.6,4,8,0
15965,38,0,20,25,158,6.8,1,2,0
15966,29,high school,13,4,376,3.1,12,2,0
15967,21,university,7,3,169,8.9,13,10,0
15968,39,graduate professional education,1,4,214,15.4,3,10,0
15969,37,university,8,15,116,7.6,2,12,0
15970,39,high school,4,1,128,4.2,3,5,0
15971,36,graduate professional education,8,2,79,18.9,2,17,0
15972,24,high school,1,17,124,7.3,2,1,0
15973,34,high school,1,0,169,11.6,3,7,0
15974,32,high school,16,15,282,2.2,0,2,0
15975,33,high school,0,10,90,4.8,5,4,0
15976,44,high school,12,9,162,10,4,0,0
15977,40,high school,14,10,143,22.9,1,4,0
15978,45,high school,0,6,368,3,10,21,0
15979,23,high school,9,17,436,7.9,6,2,0
15980,39,high school,12,4,60,8.1,17,4,0
15981,42,university,22,9,225,12.5,0,4,0
15982,39,high school,15,15,665,9.6,19,5,0
15983,39,high school,17,13,909,9.6,0,2,0
15984,33,university,3,10,214,3.3,10,7,0
15985,36,high school,16,9,120,3,0,5,0
15986,39,high school,14,14,222,13.3,2,14,0
15987,40,university,22,14,394,24,12,5,0
15988,48,high school,18,17,83,8.5,6,2,0
15989,36,graduate professional education,7,0,135,7.6,17,9,0
15990,39,graduate professional education,1,17,665,5.9,2,6,0
15991,39,high school,4,7,210,7,1,3,0
15992,29,high school,19,0,101,4.4,2,3,0
15993,41,graduate professional education,3,8,79,4,1,22,0
15994,50,university,5,7,424,8.9,1,7,0
15995,41,high school,6,14,64,2.9,5,2,0
15996,26,graduate professional education,16,0,424,8.6,1,7,0
15997,31,high school,10,4,334,11.2,2,3,0
15998,47,university,4,7,83,6.7,1,2,0
15999,43,high school,7,21,131,2.6,1,12,0
16000,47,high school,8,20,86,3.4,1,2,0
16001,39,university,2,14,131,4.9,2,19,0
16002,45,graduate professional education,13,1,334,5.1,8,4,0
16003,35,graduate professional education,2,6,162,17.1,9,4,0
16004,39,high school,13,6,90,4.2,17,14,0
16005,33,graduate professional education,21,14,120,4.5,3,29,0
16006,33,0,6,0,83,4.1,3,4,0
16007,36,university,6,7,124,10.3,4,6,0
16008,39,high school,22,6,207,5.2,1,38,0
16009,30,university,9,7,64,4.2,1,6,0
16010,36,university,16,10,113,10.6,2,16,0
16011,40,high school,1,3,64,6.6,3,4,0
16012,38,high school,3,9,53,1.9,2,8,0
16013,43,high school,15,4,282,4.8,5,4,0
16014,23,high school,3,4,169,13.3,5,22,0
16015,41,high school,18,8,116,9.6,5,4,0
16016,32,high school,7,19,105,9.6,10,3,0
16017,39,high school,15,1,98,11.4,1,9,0
16018,40,university,3,7,64,18.8,2,10,0
16019,24,university,10,0,334,1.9,2,21,0
16020,44,university,18,2,98,4.1,9,11,0
16021,27,graduate professional education,22,7,98,19.2,2,15,0
16022,39,high school,2,1,120,9.4,11,19,0
16023,48,university,8,27,342,6,3,1,0
16024,46,university,9,2,285,9.7,3,2,0
16025,27,high school,6,3,94,5.5,1,11,0
16026,29,high school,0,2,124,12,10,6,0
16027,41,university,6,15,60,9.9,3,27,0
16028,32,university,9,5,169,2.2,1,14,0
16029,28,high school,22,15,116,2.8,3,32,0
16030,39,university,15,8,165,14.5,0,3,0
16031,46,university,3,9,252,18.8,6,4,0
16032,29,university,1,1,120,4.7,2,4,0
16033,33,graduate professional education,18,4,101,2.6,14,9,0
16034,34,university,7,7,131,9,1,8,0
16035,23,high school,0,20,113,6.8,1,5,0
16036,45,university,12,27,274,8.2,0,1,0
16037,28,high school,7,9,222,5.8,4,2,0
16038,28,university,22,4,124,5,2,5,0
16039,34,university,0,1,150,13,3,3,0
16040,36,university,9,1,473,5.9,3,5,0
16041,46,high school,13,5,94,5.6,1,5,0
16042,30,high school,19,3,169,12,2,2,0
16043,43,high school,6,16,90,14.9,4,3,0
16044,46,university,3,11,169,12.8,10,6,0
16045,46,high school,6,1,128,5.5,4,13,0
16046,46,university,6,3,98,9.6,0,8,0
16047,28,high school,12,4,169,7,3,4,0
16048,32,high school,10,5,109,4.6,3,16,0
16049,35,high school,1,2,165,0.7,1,15,0
16050,22,high school,9,8,199,21.4,10,17,0
16051,39,university,8,8,83,0.7,3,6,0
16052,39,high school,16,10,131,8.8,7,11,0
16053,45,university,14,13,308,3.7,3,29,0
16054,33,university,5,4,282,7.3,14,23,0
16055,41,graduate professional education,8,25,124,6.7,2,29,0
16056,39,high school,16,2,304,4.2,6,7,0
16057,43,high school,6,3,162,12.8,1,3,0
16058,44,high school,1,2,94,2.2,3,13,0
16059,24,0,15,8,150,0,7,7,0
16060,43,university,10,8,79,7.4,1,4,0
16061,45,high school,1,11,282,8.3,1,4,0
16062,41,high school,13,16,64,12,3,4,0
16063,20,university,8,21,282,3.2,7,1,0
16064,41,graduate professional education,3,9,177,10.2,8,15,0
16065,30,university,0,7,83,5.5,7,8,0
16066,39,high school,11,16,116,6.7,6,4,0
16067,26,graduate professional education,4,6,83,6.7,4,1,0
16068,38,high school,13,2,210,3.2,1,10,0
16069,34,graduate professional education,7,3,473,19.9,7,2,0
16070,32,high school,7,19,274,9.1,8,22,0
16071,40,high school,13,9,68,4.2,6,13,0
16072,35,high school,9,11,79,6.7,1,5,0
16073,36,university,27,21,109,18.2,2,1,0
16074,40,university,25,11,120,6.1,3,15,0
16075,33,high school,18,2,154,3.2,1,4,0
16076,23,graduate professional education,11,1,342,10.2,1,10,0
16077,41,0,4,15,94,2.8,2,16,0
16078,30,university,9,0,75,1.7,18,8,0
16079,39,0,11,9,135,9.1,19,7,0
16080,29,graduate professional education,16,16,308,5.5,14,0,0
16081,46,university,3,4,162,3.8,4,10,0
16082,33,university,6,7,90,9.4,2,35,0
16083,45,0,7,14,98,5.7,6,2,0
16084,33,university,16,7,105,2.9,2,6,0
16085,32,university,0,4,597,3.4,0,19,0
16086,50,high school,13,2,94,10.1,2,8,0
16087,31,high school,5,16,79,9.5,10,1,0
16088,39,0,10,4,131,5.7,10,5,0
16089,23,high school,13,6,308,4.4,2,8,0
16090,37,university,22,12,225,5.8,3,6,0
16091,27,university,0,6,214,7.7,4,38,0
16092,29,graduate professional education,16,10,64,3.8,1,29,0
16093,22,graduate professional education,4,17,128,7.9,4,4,0
16094,33,university,16,16,90,5.2,13,0,0
16095,35,0,14,11,68,1,10,3,0
16096,29,graduate professional education,16,8,79,5.2,1,23,0
16097,32,high school,13,8,124,0.7,5,7,0
16098,46,high school,9,13,177,9.9,4,13,0
16099,44,high school,1,10,94,5.9,3,10,0
16100,32,high school,23,4,60,0.6,2,47,0
16101,31,high school,8,5,109,8,7,20,0
16102,30,high school,16,11,210,11.7,6,18,0
16103,32,0,14,11,105,6.7,20,2,0
16104,26,high school,3,9,177,5.7,1,15,0
16105,42,high school,12,3,188,12.5,2,11,0
16106,26,high school,3,4,124,9.1,1,1,0
16107,48,high school,13,0,154,2.1,1,3,0
16108,21,graduate professional education,16,1,128,4.3,3,15,0
16109,50,university,16,19,293,0,3,10,0
16110,39,high school,9,8,225,4.1,0,1,0
16111,29,high school,0,9,94,4.1,0,8,0
16112,29,high school,20,8,203,7.6,1,4,0
16113,22,graduate professional education,7,6,240,1.9,10,3,0
16114,30,university,11,4,225,7,2,11,0
16115,27,high school,16,13,86,20.4,17,3,0
16116,37,high school,0,14,270,4.1,2,8,0
16117,34,university,9,2,143,8,4,24,0
16118,39,high school,3,2,71,9.6,2,8,0
16119,51,high school,12,20,113,11.6,5,11,0
16120,33,high school,14,5,120,6.1,36,31,0
16121,28,university,10,23,128,5.6,1,3,0
16122,39,graduate professional education,4,3,64,7.9,2,5,0
16123,39,high school,1,1,169,1.6,1,20,0
16124,37,high school,2,6,94,6.3,2,2,0
16125,47,university,24,2,379,10,2,4,0
16126,32,high school,6,9,308,2.6,6,7,0
16127,34,high school,1,5,473,5.5,1,8,0
16128,38,high school,0,6,83,13.3,10,34,0
16129,44,0,8,13,131,12.8,6,3,0
16130,33,high school,2,19,334,3,5,22,0
16131,27,high school,7,8,105,15.7,10,7,0
16132,40,university,11,9,64,13.2,3,4,0
16133,33,high school,10,25,124,13.3,6,31,0
16134,29,high school,9,9,120,16.3,1,1,0
16135,48,high school,7,1,357,9.5,6,7,0
16136,42,high school,0,4,64,15.6,8,6,0
16137,39,university,18,1,98,18.8,12,17,0
16138,43,high school,4,3,210,3,4,9,0
16139,55,0,6,17,68,13.2,2,7,0
16140,41,high school,3,5,71,8.5,6,3,0
16141,43,high school,12,7,240,15.7,1,4,0
16142,29,high school,1,1,297,11.6,7,8,0
16143,36,high school,18,5,165,21.4,6,6,0
16144,34,university,20,16,86,17.2,4,5,0
16145,40,graduate professional education,5,3,79,15.6,2,3,0
16146,39,high school,4,8,424,8.2,1,1,0
16147,30,university,0,1,192,8.2,1,2,0
16148,30,graduate professional education,6,7,120,9.4,17,3,0
16149,34,high school,6,2,255,18.2,10,1,0
16150,39,university,4,8,60,4.7,1,3,0
16151,24,university,0,21,342,3.1,10,21,0
16152,40,university,0,17,98,20,11,34,0
16153,30,high school,14,8,199,2.7,2,11,0
16154,34,graduate professional education,1,11,68,13.8,1,0,0
16155,24,graduate professional education,10,4,169,3.3,2,29,0
16156,34,high school,16,5,146,5.3,4,15,0
16157,46,high school,21,12,83,19.1,4,2,0
16158,30,graduate professional education,5,17,139,3.2,3,5,0
16159,40,high school,1,6,225,22.8,6,16,0
16160,32,high school,1,14,293,8.3,2,4,0
16161,40,graduate professional education,4,10,169,6.3,3,13,0
16162,26,high school,27,9,214,21,0,4,0
16163,30,university,1,4,203,17.3,1,13,0
16164,23,university,5,25,120,7.4,12,6,0
16165,39,high school,6,8,109,9.8,6,3,0
16166,39,0,8,10,79,6.7,6,1,0
16167,37,high school,18,10,188,16.3,6,6,0
16168,50,high school,1,7,135,3,0,10,0
16169,45,high school,4,25,101,8.2,10,2,0
16170,43,high school,1,13,113,10.6,8,23,0
16171,26,high school,5,17,218,15.1,1,48,0
16172,28,high school,22,23,192,2.9,10,1,0
16173,36,university,7,22,113,5.7,8,9,0
16174,29,university,16,25,203,9.4,1,4,0
16175,35,high school,4,10,105,1.7,1,24,0
16176,35,high school,10,8,60,3.7,5,3,0
16177,37,high school,1,19,154,17.2,6,8,0
16178,27,graduate professional education,9,1,173,7.8,2,5,0
16179,27,high school,10,8,64,14.5,0,2,0
16180,29,high school,1,7,56,23.9,8,2,0
16181,41,high school,5,18,64,5.7,1,37,0
16182,23,high school,6,1,203,2.3,6,23,0
16183,41,high school,6,8,623,3,1,12,0
16184,31,high school,8,4,199,13,3,16,0
16185,45,high school,17,17,173,4.3,0,45,0
16186,43,university,7,0,203,9.8,2,4,0
16187,47,university,13,2,282,5.8,7,13,0
16188,24,0,7,12,94,14.9,4,2,0
16189,31,university,3,8,86,3.2,0,15,0
16190,36,university,16,19,56,14.6,2,1,0
16191,36,high school,7,7,473,14.9,7,4,0
16192,40,high school,4,21,139,5.1,3,9,0
16193,27,high school,12,11,165,15.6,1,1,0
16194,26,graduate professional education,3,1,79,14.3,14,5,0
16195,34,high school,6,4,105,14.4,10,15,0
16196,23,high school,10,22,71,8.3,1,10,0
16197,43,university,8,14,225,9.7,4,3,0
16198,34,high school,4,31,116,7.8,8,2,0
16199,27,graduate professional education,21,2,282,13.3,6,1,0
16200,24,high school,4,16,79,12.8,2,2,0
16201,44,university,16,4,195,23.4,2,1,0
16202,43,university,11,3,71,8.2,8,4,0
16203,39,high school,10,10,146,9.4,0,11,0
16204,22,high school,7,7,192,8.5,2,16,0
16205,31,0,8,15,90,19.6,26,8,0
16206,39,university,9,3,184,14.3,1,8,0
16207,33,high school,7,3,113,21,8,32,0
16208,25,high school,7,16,120,6.1,2,1,0
16209,28,high school,2,10,86,7.8,8,4,0
16210,31,high school,1,4,60,12.3,3,3,0
16211,45,high school,8,1,282,14.3,3,20,0
16212,48,high school,4,9,109,7.6,4,3,0
16213,41,high school,2,13,79,3.7,4,11,0
16214,43,high school,4,8,86,5.5,1,6,0
16215,27,university,9,9,496,5,1,5,0
16216,26,high school,12,9,146,12.9,1,3,0
16217,41,high school,16,9,64,11.8,1,2,0
16218,21,high school,5,7,83,7.3,0,3,0
16219,43,university,5,1,143,3,5,2,0
16220,42,university,4,1,98,7.2,3,6,0
16221,29,university,0,5,177,13.8,2,3,0
16222,41,university,9,2,60,2.4,4,6,0
16223,32,high school,19,10,90,12,6,15,0
16224,21,university,13,2,98,10.9,17,27,0
16225,41,high school,0,3,113,11.4,1,4,0
16226,26,graduate professional education,1,5,252,12,2,5,0
16227,21,high school,4,12,98,8.9,5,5,0
16228,24,high school,9,13,120,6.1,2,9,0
16229,39,high school,12,5,79,0,5,6,0
16230,37,high school,5,7,443,5.8,2,2,0
16231,45,high school,0,9,109,13.3,4,7,0
16232,38,university,5,6,116,16.5,0,8,0
16233,26,high school,13,0,64,10.1,6,4,0
16234,44,university,7,12,368,7.9,9,1,0
16235,34,high school,15,6,98,13.8,1,4,0
16236,41,high school,4,2,120,12,2,32,0
16237,39,high school,22,3,192,12.8,2,17,0
16238,22,high school,18,16,113,7.9,2,4,0
16239,28,university,7,0,177,8.2,0,9,0
16240,28,university,5,1,240,6.7,1,12,0
16241,34,high school,17,9,86,7.8,7,1,0
16242,34,high school,22,11,623,2.2,1,3,0
16243,26,high school,6,3,169,3.8,8,1,0
16244,29,high school,16,16,113,17.6,1,3,0
16245,25,university,12,8,124,2.8,2,3,0
16246,43,high school,0,20,90,6.1,2,2,0
16247,43,university,4,1,207,13,12,2,0
16248,22,university,2,11,274,5.5,1,4,0
16249,27,high school,10,24,297,0,4,8,0
16250,46,high school,22,6,169,5.8,17,6,0
16251,35,high school,12,1,94,5.9,0,5,0
16252,34,high school,1,2,60,11.4,1,6,0
16253,41,high school,8,14,188,3.8,2,4,0
16254,37,graduate professional education,1,19,64,1.3,3,11,0
16255,32,university,20,15,282,4,12,7,0
16256,44,high school,4,4,113,1.9,10,4,0
16257,40,university,8,3,282,1,5,0,0
16258,31,university,8,17,146,18.7,3,4,0
16259,40,high school,16,27,135,0.6,10,1,0
16260,39,high school,7,10,68,5.3,14,8,0
16261,43,university,4,25,173,13,2,1,0
16262,41,graduate professional education,0,10,68,8.2,3,2,0
16263,22,high school,7,3,135,1,14,3,0
16264,36,high school,15,2,195,10.2,3,4,0
16265,27,high school,0,6,150,17.4,2,7,0
16266,52,high school,12,4,454,13.2,1,7,0
16267,43,university,11,3,195,5.4,1,1,0
16268,38,high school,4,5,124,4.7,1,11,0
16269,32,graduate professional education,9,0,507,10.8,6,13,0
16270,33,graduate professional education,1,3,210,30.6,0,2,0
16271,42,graduate professional education,2,0,285,5.8,1,3,0
16272,32,graduate professional education,7,3,379,4.4,5,8,0
16273,39,high school,2,4,98,9.4,1,28,0
16274,47,high school,20,8,207,12.2,4,8,0
16275,37,university,12,2,109,17.6,1,3,0
16276,34,high school,1,9,218,7.1,2,6,0
16277,29,high school,13,8,368,21.4,4,10,0
16278,45,high school,7,23,146,4.2,7,7,0
16279,42,high school,16,10,64,20.8,2,5,0
16280,40,university,24,17,308,2.8,3,4,0
16281,26,high school,0,1,79,5.1,3,19,0
16282,39,high school,10,8,90,7.8,0,9,0
16283,29,high school,3,16,64,8.2,1,1,0
16284,36,high school,5,11,454,13,1,4,0
16285,40,high school,3,14,79,3.2,2,22,0
16286,29,high school,1,8,146,5.3,2,0,0
16287,32,high school,5,7,177,18.2,2,8,0
16288,41,high school,15,6,105,4.4,17,3,0
16289,38,high school,12,11,285,11.6,2,3,0
16290,26,high school,5,3,105,0.6,2,36,0
16291,32,high school,21,12,101,3.2,3,29,0
16292,39,high school,9,17,68,6.7,1,32,0
16293,21,university,19,2,192,1.9,10,7,0
16294,29,high school,0,19,98,1.5,3,3,0
16295,31,university,13,7,665,19.6,8,13,0
16296,47,university,10,7,143,13.3,8,26,0
16297,35,high school,0,2,105,10,2,17,0
16298,37,university,13,1,124,11.6,7,3,0
16299,27,university,6,3,98,12.5,0,13,0
16300,31,high school,0,8,105,18.8,6,27,0
16301,28,university,15,5,259,18.8,6,8,0
16302,37,high school,1,12,75,2.4,2,23,0
16303,48,high school,4,6,86,11.1,17,19,0
16304,30,high school,8,13,192,1.9,7,2,0
16305,41,high school,6,16,297,9.1,6,5,0
16306,34,graduate professional education,15,16,128,18.7,8,9,0
16307,45,university,8,2,293,1.8,6,6,0
16308,47,graduate professional education,1,0,98,9.4,0,2,0
16309,33,high school,4,1,146,9.5,0,6,0
16310,29,high school,3,1,154,7,9,9,0
16311,52,high school,16,7,131,6.3,1,9,0
16312,31,university,13,2,165,4.1,3,6,0
16313,31,graduate professional education,8,11,86,17.1,3,2,0
16314,40,high school,9,22,162,17.7,1,1,0
16315,39,high school,12,2,143,14.5,3,2,0
16316,33,high school,9,21,64,5.8,2,1,0
16317,34,high school,6,4,113,5,9,1,0
16318,29,university,4,2,282,11.7,1,19,0
16319,40,university,4,1,146,12.1,5,7,0
16320,35,university,14,1,165,1.9,1,5,0
16321,41,high school,8,3,98,5.8,7,24,0
16322,33,graduate professional education,10,15,79,2.4,1,2,0
16323,28,high school,4,10,75,13,2,6,0
16324,33,high school,8,4,165,19.6,2,2,0
16325,27,high school,23,16,56,5.3,3,6,0
16326,37,university,1,25,120,10.1,2,7,0
16327,37,graduate professional education,7,11,334,18.8,4,1,0
16328,36,high school,6,3,101,6.2,4,2,0
16329,37,university,1,8,139,13.8,0,1,0
16330,47,university,9,4,109,22.8,4,6,0
16331,21,high school,3,17,56,10.8,10,3,0
16332,35,graduate professional education,10,1,473,16.3,0,5,0
16333,46,high school,14,21,124,7.9,0,5,0
16334,29,high school,6,0,120,9.9,6,10,0
16335,41,university,4,10,79,7.6,4,4,0
16336,47,high school,7,2,94,30.6,4,14,0
16337,40,high school,6,8,139,16.3,37,4,0
16338,23,high school,17,17,192,4.1,2,5,0
16339,34,high school,13,0,162,9.6,2,21,0
16340,45,high school,0,13,124,12.2,1,8,0
16341,40,high school,0,13,94,17.6,12,8,0
16342,48,university,12,22,128,2.3,2,10,0
16343,46,high school,1,3,98,7.8,2,10,0
16344,32,high school,8,17,116,7.1,1,12,0
16345,29,high school,10,15,105,7.1,4,6,0
16346,26,high school,5,2,225,4.7,7,8,0
16347,32,high school,5,4,124,15.7,6,9,0
16348,42,graduate professional education,15,24,357,3.6,1,5,0
16349,39,high school,6,4,274,1,17,7,0
16350,43,high school,2,1,94,8.2,4,2,0
16351,34,high school,0,0,150,3.6,2,35,0
16352,50,university,5,6,79,30.6,3,1,0
16353,35,graduate professional education,16,8,83,11.6,1,7,0
16354,36,university,18,9,86,4.4,14,2,0
16355,49,0,18,25,270,4.7,6,2,0
16356,31,university,13,6,222,6.7,4,54,0
16357,29,high school,13,13,195,0.8,1,8,0
16358,26,high school,23,9,154,1,4,8,0
16359,31,graduate professional education,6,15,113,14.3,1,32,0
16360,45,university,6,12,909,15.7,2,2,0
16361,54,0,4,2,116,8.8,6,4,0
16362,42,graduate professional education,6,26,545,13.2,4,3,0
16363,42,high school,9,8,120,6.2,2,48,0
16364,35,university,10,23,75,8.8,14,3,0
16365,40,high school,4,17,169,7.6,6,9,0
16366,47,0,15,10,128,4.6,2,15,0
16367,47,high school,18,23,451,8.9,14,8,0
16368,28,university,0,3,139,7.6,4,11,0
16369,30,university,1,21,368,1.9,7,6,0
16370,34,high school,7,5,86,4.8,0,2,0
16371,50,graduate professional education,12,2,120,12.8,37,8,0
16372,46,high school,16,9,60,12.2,1,2,0
16373,20,high school,12,26,135,7,12,15,0
16374,29,high school,3,8,124,15.4,1,13,0
16375,39,high school,7,16,229,14.9,10,6,0
16376,25,high school,3,6,113,12.8,0,6,0
16377,32,high school,9,5,128,30.6,1,6,0
16378,29,university,4,11,94,10.1,2,14,0
16379,45,high school,5,5,131,5,0,6,0
16380,32,university,15,10,158,17.6,20,3,0
16381,31,university,0,16,297,18.8,3,2,0
16382,29,high school,3,16,71,9.4,1,11,0
16383,33,high school,2,6,229,8.7,4,7,0
16384,38,university,12,25,120,11.7,8,4,0
16385,29,high school,5,2,75,1.6,1,15,0
16386,50,high school,13,1,105,9.4,0,9,0
16387,39,high school,9,2,454,7.8,10,9,0
16388,21,graduate professional education,0,3,323,10.1,2,4,0
16389,39,high school,6,16,274,12,2,5,0
16390,43,university,12,4,71,17.3,0,5,0
16391,36,university,0,4,165,18.2,10,32,0
16392,38,high school,19,5,120,6.7,2,29,0
16393,25,high school,4,7,120,2.1,2,4,0
16394,26,high school,1,10,203,4.3,2,2,0
16395,25,university,1,19,83,1.8,0,36,0
16396,40,high school,8,23,94,1,18,3,0
16397,34,university,1,7,334,9.6,4,4,0
16398,45,high school,12,1,116,1.6,3,4,0
16399,42,high school,14,1,436,5.1,2,8,0
16400,29,high school,10,8,113,5.5,6,5,0
16401,29,university,8,14,169,6.7,5,11,0
16402,34,graduate professional education,22,10,139,17.1,4,9,0
16403,43,university,4,17,86,3,1,5,0
16404,36,0,7,3,424,5,7,9,0
16405,33,university,6,19,169,6.7,1,31,0
16406,21,graduate professional education,9,21,98,2.9,10,3,0
16407,25,high school,6,9,64,7.8,2,3,0
16408,26,high school,6,0,135,17,3,1,0
16409,38,high school,9,7,312,19.1,1,8,0
16410,36,university,4,15,131,7.6,4,5,0
16411,42,high school,1,0,79,7.2,2,1,0
16412,36,graduate professional education,6,21,255,9.5,2,47,0
16413,24,graduate professional education,12,9,105,3.7,1,3,0
16414,45,high school,4,2,210,15.4,3,6,0
16415,34,high school,12,2,169,7,26,4,0
16416,30,university,1,2,94,3.6,23,10,0
16417,28,university,10,1,86,7.6,9,2,0
16418,42,high school,5,15,60,1.8,6,36,0
16419,29,university,10,21,90,11.7,16,5,0
16420,42,university,8,14,79,13.3,1,4,0
16421,34,university,1,9,165,1.8,3,8,0
16422,34,high school,0,20,131,6.7,3,3,0
16423,27,high school,0,5,94,5.5,10,4,0
16424,40,university,13,2,282,16.3,1,18,0
16425,43,high school,12,10,113,16.7,2,9,0
16426,45,university,5,2,278,14.4,10,9,0
16427,39,high school,15,17,94,1,5,3,0
16428,23,university,21,1,146,0,5,6,0
16429,31,high school,1,16,225,3.6,7,7,0
16430,27,high school,4,7,120,13.8,1,10,0
16431,42,high school,6,5,162,6.1,0,1,0
16432,34,high school,13,6,105,10,3,2,0
16433,30,high school,10,2,169,6.2,1,5,0
16434,34,graduate professional education,1,10,98,2.6,1,6,0
16435,43,high school,5,14,120,10.9,1,1,0
16436,40,high school,2,2,192,11.7,1,10,0
16437,24,high school,13,6,169,3.2,2,8,0
16438,39,high school,17,10,124,5.9,0,12,0
16439,26,university,18,21,139,1.9,7,48,0
16440,25,university,12,1,71,5.6,1,1,0
16441,47,graduate professional education,6,13,270,9.4,2,47,0
16442,29,high school,3,16,83,2.3,1,5,0
16443,28,graduate professional education,1,4,162,2.7,1,2,0
16444,35,high school,21,5,120,11.1,11,5,0
16445,41,high school,15,13,98,7.6,36,8,0
16446,40,graduate professional education,9,13,150,2.9,6,4,0
16447,30,graduate professional education,18,16,113,0,37,9,0
16448,33,high school,9,5,210,0.8,15,15,0
16449,43,graduate professional education,5,4,116,5.9,20,69,0
16450,36,university,3,3,192,12,3,13,0
16451,41,high school,8,1,222,19,4,5,0
16452,50,university,10,1,334,24.8,1,10,0
16453,21,0,2,10,293,9.9,1,5,0
16454,28,graduate professional education,16,19,199,5.3,6,3,0
16455,31,university,8,4,308,10.6,1,4,0
16456,43,university,18,22,162,3.8,1,3,0
16457,41,high school,8,0,68,14.3,0,15,0
16458,30,high school,7,20,207,7.1,9,5,0
16459,39,university,22,7,282,10.8,7,23,0
16460,29,high school,6,3,116,4.8,2,6,0
16461,22,university,9,10,64,7,3,11,0
16462,39,high school,1,17,56,6.3,14,28,0
16463,43,high school,1,16,255,9.6,2,38,0
16464,35,university,15,6,64,4.8,12,7,0
16465,31,university,7,6,105,7.6,18,5,0
16466,28,high school,12,13,222,9.9,3,2,0
16467,46,graduate professional education,0,11,143,12.2,2,9,0
16468,25,graduate professional education,16,17,113,23.9,3,31,0
16469,30,high school,13,9,304,3,4,2,0
